,No,Original_Name,Japanese_Name,Generation,Generation_Str,Height_m,Weight_kg,BMI,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution_Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Sandslash,28.0,Sandslash,Sandpan,1.0,I,1.0,29.5,29.5,Ground,,Sand Veil,,Sand Rush,Yellow,50.0,50.0,0.0,20.0,Ground,,90.0,158.0,1000000.0,Ordinary,,,75.0,100.0,110.0,45.0,55.0,65.0,450.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Mouse,2 stages evolution,Sandshrew,Level,Sandslash,,,,,"The drier the area Sandslash lives in, the harder and smoother the Pokémon’s spikes will feel when touched."
Nidoran F,29.0,Nidoran F,,1.0,I,0.4,7.0,,Poison,,Poison Point,Rivalry,Hustle,Blue,0.0,100.0,0.0,20.0,Monster,Ground,235.0,55.0,1058960.0,Ordinary,,,55.0,47.0,52.0,40.0,40.0,41.0,275.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidorina,30.0,Nidorina,Nidorina,1.0,I,0.8,20.0,31.3,Poison,,Poison Point,Rivalry,Hustle,Blue,0.0,100.0,0.0,20.0,Undiscovered,,120.0,128.0,1058960.0,Ordinary,,,70.0,62.0,67.0,55.0,55.0,56.0,365.0,60.833333333333336,2.0,0.0,0.0,0.0,0.0,0.0,2 HP,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,Poison Pin,3 stages evolution,Egg,When Female,Nidoran♀,Level 16,Nidorina,Use Moonstone,Nidoqueen,The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them.
Nidoqueen,31.0,Nidoqueen,Nidoqueen,1.0,I,1.3,60.0,35.5,Poison,Ground,Poison Point,Rivalry,Sheer Force,Blue,0.0,100.0,0.0,20.0,Undiscovered,,45.0,253.0,1058960.0,Ordinary,,,90.0,92.0,87.0,75.0,85.0,76.0,505.0,84.16666666666667,3.0,0.0,0.0,0.0,0.0,0.0,3 HP,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,Drill,3 stages evolution,Egg,When Female,Nidoran♀,Level 16,Nidorina,Use Moonstone,Nidoqueen,"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack."
Nidoran M,32.0,Nidoran M,,1.0,I,0.5,9.0,,Poison,,Poison Point,Rivalry,Hustle,Purple,100.0,0.0,0.0,20.0,Monster,Ground,235.0,55.0,1058960.0,Ordinary,,,46.0,57.0,40.0,40.0,40.0,50.0,273.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidorino,33.0,Nidorino,Nidorino,1.0,I,0.9,19.5,24.1,Poison,,Poison Point,Rivalry,Hustle,Purple,100.0,0.0,0.0,20.0,Monster,Ground,120.0,128.0,1058960.0,Ordinary,,,61.0,72.0,57.0,55.0,55.0,65.0,365.0,60.833333333333336,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,Poison Pin,3 stages evolution,Egg,When Male,Nidoran♂,Level 16,Nidorino,Use Moonstone,Nidoking,"With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone."
Nidoking,34.0,Nidoking,Nidoking,1.0,I,1.4,62.0,31.6,Poison,Ground,Poison Point,Rivalry,Sheer Force,Purple,100.0,0.0,0.0,20.0,Monster,Ground,45.0,253.0,1058960.0,Ordinary,,,81.0,102.0,77.0,85.0,75.0,85.0,505.0,84.16666666666667,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,Drill,3 stages evolution,Egg,When Male,Nidoran♂,Level 16,Nidorino,Use Moonstone,Nidoking,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down."
Clefairy,35.0,Clefairy,Pippi,1.0,I,0.6,7.5,20.8,Fairy,,Cute Charm,Magic Guard,Friend Guard,Pink,25.0,75.0,0.0,10.0,Fairy,,150.0,113.0,800000.0,Ordinary,,,70.0,45.0,48.0,60.0,65.0,35.0,323.0,53.833333333333336,2.0,0.0,0.0,0.0,0.0,0.0,2 HP,140.0,Fast,10.0,Fast,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,Fairy,3 stages evolution,Cleffa,Level Up with Happiness Value at 220,Clefairy,Use Moon Stone,Clefable,,,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.
Clefable,36.0,Clefable,Pixy,1.0,I,1.3,40.0,23.7,Fairy,,Cute Charm,Magic Guard,Unaware,Pink,25.0,75.0,0.0,10.0,Fairy,,25.0,242.0,800000.0,Ordinary,,,95.0,70.0,73.0,95.0,90.0,60.0,483.0,80.5,3.0,0.0,0.0,0.0,0.0,0.0,3 HP,140.0,Fast,10.0,Fast,800000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,Fairy,3 stages evolution,Cleffa,Level Up with Happiness Value at 220,Clefairy,Use Moon Stone,Clefable,,,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people."
Vulpix,37.0,Vulpix,Rokon,1.0,I,0.6,9.9,27.5,Fire,,Flash Fire,,Drought,Brown,25.0,75.0,0.0,20.0,Ground,,190.0,60.0,1000000.0,Ordinary,,,38.0,41.0,40.0,50.0,65.0,65.0,299.0,49.833333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Fox,2 stages evolution,Vulpix,Use Fire Stone,Ninetales,,,,,"While young, it has six gorgeous tails. When it grows, several new tails are sprouted."
Vulpix(Alolan),37.0,Vulpix,,7.0,VII,0.6,9.9,,Ice,,Snow Cloak,,Snow Warning,White,25.0,75.0,0.0,20.0,Ground,,190.0,60.0,1000000.0,Ordinary,,Alolan,38.0,41.0,40.0,50.0,65.0,65.0,299.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales(Alolan),38.0,Ninetales,,7.0,VII,1.1,19.9,,Ice,Fairy,Snow Cloak,,Snow Warning,Blue,25.0,75.0,0.0,20.0,Ground,,75.0,177.0,1000000.0,Ordinary,,Alolan,73.0,67.0,75.0,81.0,100.0,109.0,505.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales,38.0,Ninetales,Kyukon,1.0,I,1.1,19.9,16.4,Fire,,Flash Fire,,Drought,Yellow,25.0,75.0,0.0,20.0,Ground,,75.0,177.0,1000000.0,Ordinary,,,73.0,76.0,75.0,81.0,100.0,100.0,505.0,84.16666666666667,0.0,0.0,0.0,0.0,1.0,1.0,"1 Special Defense, 1 Speed",50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Fox,2 stages evolution,Vulpix,Use Fire Stone,Ninetales,,,,,"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers."
Jigglypuff,39.0,Jigglypuff,Purin,1.0,I,0.5,5.5,22.0,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Pink,25.0,75.0,0.0,10.0,Fairy,,170.0,95.0,800000.0,Ordinary,,,115.0,45.0,20.0,45.0,25.0,20.0,270.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,2 HP,50.0,Fast,10.0,Fast,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,Balloon,3 stages evolution,Igglybuff,Level Up with Happiness Value at 220,Jigglypuff,Use Moon Stone,Wigglytuff,,,"Jigglypuff has top-notch lung capacity, even by comparison to other Pokémon. It won’t stop singing its lullabies until its foes fall asleep."
Wigglytuff,40.0,Wigglytuff,Pukurin,1.0,I,1.0,12.0,12.0,Normal,Fairy,Cute Charm,Competitive,Frisk,Pink,25.0,75.0,0.0,10.0,Fairy,,50.0,218.0,800000.0,Ordinary,,,140.0,70.0,45.0,85.0,50.0,45.0,435.0,72.5,3.0,0.0,0.0,0.0,0.0,0.0,3 HP,50.0,Fast,10.0,Fast,800000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,Balloon,3 stages evolution,Igglybuff,Level Up with Happiness Value at 220,Jigglypuff,Use Moon Stone,Wigglytuff,,,"The more air it takes in, the more it inflates. If opponents catch it in a bad mood, it will inflate itself to an enormous size to intimidate them."
Zubat,41.0,Zubat,Zubat,1.0,I,0.8,7.5,11.7,Poison,Flying,Inner Focus,,Infiltrator,Purple,50.0,50.0,0.0,15.0,Flying,,255.0,49.0,1000000.0,Ordinary,,,40.0,45.0,35.0,30.0,40.0,55.0,245.0,40.833333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,Bat,3 stages evolution,Zubat,Level ,Golbat,Level Up with Happiness Value at 220,Crobat,,,"It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, Zubat flies around with skill."
Golbat,42.0,Golbat,Golbat,1.0,I,1.6,55.0,21.5,Poison,Flying,Inner Focus,,Infiltrator,Purple,50.0,50.0,0.0,15.0,Flying,,90.0,159.0,1000000.0,Ordinary,,,75.0,80.0,70.0,65.0,75.0,90.0,455.0,75.83333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,Bat,3 stages evolution,Zubat,Level ,Golbat,Level Up with Happiness Value at 220,Crobat,,,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered."
Oddish,43.0,Oddish,Nazonokusa,1.0,I,0.5,5.4,21.6,Grass,Poison,Chlorophyll,,Run Away,Blue,50.0,50.0,0.0,20.0,Grass,,255.0,64.0,1058960.0,Ordinary,,,45.0,50.0,55.0,75.0,65.0,30.0,320.0,53.333333333333336,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Weed,3 stages evolution with 2 forms in last stage,Oddish,Level,Gloom,Use Leaf Stone,Vileplume,Use Sun Stone,Bellossom,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds."
Gloom,44.0,Gloom,Kusaihana,1.0,I,0.8,8.6,13.4,Grass,Poison,Chlorophyll,,Stench,Blue,50.0,50.0,0.0,20.0,Grass,,120.0,138.0,1058960.0,Ordinary,,,60.0,65.0,70.0,85.0,75.0,40.0,395.0,65.83333333333333,0.0,0.0,0.0,2.0,0.0,0.0,2 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Weed,3 stages evolution with 2 forms in last stage,Oddish,Level,Gloom,Use Leaf Stone,Vileplume,Use Sun Stone,Bellossom,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.
Vileplume,45.0,Vileplume,Ruffresia,1.0,I,1.2,18.6,12.9,Grass,Poison,Chlorophyll,,Effect Spore,Red,50.0,50.0,0.0,20.0,Grass,,45.0,245.0,1058960.0,Ordinary,,,75.0,80.0,85.0,110.0,90.0,50.0,490.0,81.66666666666667,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Flower,3 stages evolution with 2 forms in last stage,Oddish,Level,Gloom,Use Leaf Stone,Vileplume,,,"It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen."
Paras,46.0,Paras,Paras,1.0,I,0.3,5.4,60.0,Bug,Grass,Effect Spore,Dry Skin,Damp,Red,50.0,50.0,0.0,20.0,Bug,Grass,190.0,57.0,1000000.0,Ordinary,,,35.0,70.0,55.0,45.0,55.0,25.0,285.0,47.5,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Mushroom,2 stages evolution,Paras,Level ,Parasect,,,,,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.
Parasect,47.0,Parasect,Parasect,1.0,I,1.0,29.5,29.5,Bug,Grass,Effect Spore,Dry Skin,Damp,Red,50.0,50.0,0.0,20.0,Bug,Grass,75.0,142.0,1000000.0,Ordinary,,,60.0,95.0,80.0,60.0,80.0,30.0,405.0,67.5,0.0,2.0,1.0,0.0,0.0,0.0,"2 Attack, 1 Defense",50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Mushroom,2 stages evolution,Paras,Level ,Parasect,,,,,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.
Venonat,48.0,Venonat,Kongpang,1.0,I,1.0,30.0,30.0,Bug,Poison,Compound Eyes,Tinted Lens,Run Away,Purple,50.0,50.0,0.0,20.0,Bug,,190.0,61.0,1000000.0,Ordinary,,,60.0,55.0,50.0,40.0,55.0,45.0,305.0,50.833333333333336,0.0,0.0,0.0,0.0,1.0,0.0,1 Special Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,Insect,2 stages evolution,Venonat,Level ,Venomoth,,,,,"Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes."
Venomoth,49.0,Venomoth,Morphon,1.0,I,1.5,12.5,5.6,Bug,Poison,Shield Dust,Tinted Lens,Wonder Skin,Purple,50.0,50.0,0.0,20.0,Bug,,75.0,158.0,1000000.0,Ordinary,,,70.0,65.0,60.0,90.0,75.0,90.0,450.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,"1 Special Attack, 1 Speed",50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,Poison Moth,2 stages evolution,Venonat,Level ,Venomoth,,,,,The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.
Diglett(Alolan),50.0,Diglett,,7.0,VII,0.2,1.0,,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,Brown,50.0,50.0,0.0,20.0,Ground,,255.0,53.0,1000000.0,Ordinary,,Alolan,10.0,55.0,30.0,35.0,45.0,90.0,265.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diglett,50.0,Diglett,Digda,1.0,I,0.2,0.8,20.0,Ground,,Sand Veil,Arena Trap,Sand Force,Brown,50.0,50.0,0.0,20.0,Ground,,255.0,53.0,1000000.0,Ordinary,,,10.0,55.0,25.0,35.0,45.0,95.0,265.0,44.16666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Mole,2 stages evolution,Diglett,Level,Dugtrio,,,,,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops."
Dugtrio,51.0,Dugtrio,Dugtrio,1.0,I,0.7,33.3,68.0,Ground,,Sand Veil,Arena Trap,Sand Force,Brown,50.0,50.0,0.0,20.0,Ground,,50.0,149.0,1000000.0,Ordinary,,,35.0,100.0,50.0,50.0,70.0,120.0,425.0,70.83333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Mole,2 stages evolution,Diglett,Level,Dugtrio,,,,,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.
Dugtrio(Alolan),51.0,Dugtrio,,7.0,VII,0.7,66.6,,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,Brown,50.0,50.0,0.0,20.0,Ground,,50.0,149.0,1000000.0,Ordinary,,Alolan,35.0,100.0,60.0,50.0,70.0,110.0,425.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meowth,52.0,Meowth,Nyarth,1.0,I,0.4,4.2,26.3,Normal,,Pickup,Technician,Unnerve,Yellow,50.0,50.0,0.0,20.0,Ground,,255.0,58.0,1000000.0,Ordinary,,,40.0,45.0,35.0,40.0,40.0,90.0,290.0,48.333333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Gigantamax Meowth,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Scratch Cat,2 stages evolution,Meowth,Level,Persian,,,,,"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."
Meowth(Galarian),52.0,Meowth,,8.0,VIII,0.4,7.5,,Steel,,Pickup,Tough Claws,Unnerve,Brown,50.0,50.0,0.0,20.0,Ground,,255.0,58.0,1000000.0,Ordinary,,Galarian,50.0,65.0,55.0,40.0,40.0,40.0,290.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meowth(Alolan),52.0,Meowth,,7.0,VII,0.4,4.2,,Dark,,Pickup,Technician,Rattled,Blue,50.0,50.0,0.0,20.0,Ground,,255.0,58.0,1000000.0,Ordinary,,Alolan,40.0,35.0,35.0,50.0,40.0,90.0,290.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian(Alolan),53.0,Persian,,7.0,VII,1.1,33.0,,Dark,,Fur Coat,Technician,Rattled,Blue,50.0,50.0,0.0,20.0,Ground,,90.0,154.0,1000000.0,Ordinary,,Alolan,65.0,60.0,60.0,75.0,65.0,115.0,440.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian,53.0,Persian,Persian,1.0,I,1.0,32.0,32.0,Normal,,Limber,Technician,Unnerve,Yellow,50.0,50.0,0.0,20.0,Ground,,90.0,154.0,1000000.0,Ordinary,,,65.0,70.0,60.0,65.0,65.0,115.0,440.0,73.33333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Classy Cat,2 stages evolution,Meowth,Level,Persian,,,,,"Getting this prideful Pokémon to warm up to you takes a lot of effort, and it will claw at you the moment it gets annoyed."
Psyduck,54.0,Psyduck,Koduck,1.0,I,0.8,19.6,30.6,Water,,Damp,Cloud Nine,Swift Swim,Yellow,50.0,50.0,0.0,20.0,Water1,Ground,190.0,64.0,1000000.0,Ordinary,,,50.0,52.0,48.0,65.0,50.0,55.0,320.0,53.333333333333336,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Duck,2 stages evolution,Psyduck,Level ,Golduck,,,,,"Psyduck is constantly beset by headaches. If the Pokémon lets its strange power erupt, apparently the pain subsides for a while."
Golduck,55.0,Golduck,Golduck,1.0,I,1.7,76.6,26.5,Water,,Damp,Cloud Nine,Swift Swim,Blue,50.0,50.0,0.0,20.0,Water1,Ground,75.0,175.0,1000000.0,Ordinary,,,80.0,82.0,78.0,95.0,80.0,85.0,500.0,83.33333333333333,0.0,0.0,0.0,2.0,0.0,0.0,2 Special Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Duck,2 stages evolution,Psyduck,Level ,Golduck,,,,,"This Pokémon lives in gently flowing rivers. It paddles through the water with its long limbs, putting its graceful swimming skills on display."
Mankey,56.0,Mankey,Mankey,1.0,I,0.5,28.0,112.0,Fighting,,Vital Spirit,Anger Point,Defiant,Brown,50.0,50.0,0.0,20.0,Ground,,190.0,61.0,1000000.0,Ordinary,,,40.0,80.0,35.0,35.0,45.0,70.0,305.0,50.833333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Pig Monkey,2 stages evolution,Mankey,Level ,Primeape,,,,,An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.
Primeape,57.0,Primeape,Okorizaru,1.0,I,1.0,32.0,32.0,Fighting,,Vital Spirit,Anger Point,Defiant,Brown,50.0,50.0,0.0,20.0,Ground,,75.0,159.0,1000000.0,Ordinary,,,65.0,105.0,60.0,60.0,70.0,95.0,455.0,75.83333333333333,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Pig Monkey,2 stages evolution,Mankey,Level ,Primeape,,,,,It stops being angry only when nobody else is around. To view this moment is very difficult.
Growlithe,58.0,Growlithe,Gardie,1.0,I,0.7,19.0,38.8,Fire,,Intimidate,Flash Fire,Justified,Brown,75.0,25.0,0.0,20.0,Ground,,190.0,70.0,1250000.0,Ordinary,,,55.0,70.0,45.0,70.0,50.0,60.0,350.0,58.333333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Slow,20.0,Slow,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Puppy,2 stages evolution,Growlithe,Use Fire Stone,Arcanine,,,,,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.
